#;LLR;kumul.;Häufig;links;rechts;Kookkurrenzen;syntagmatische Muster;


;1716;34;78804;5;3;5;Rucksack; 60% Maske ... Rucksack

;1717;34;78809;5;-5;5;wahren; 60% wahren ... Maske

;1718;34;78810;1;2;4;Fotolack;100% Maske ... Fotolack

;1719;34;78811;1;3;5;Dümmer Dumm ;100% Maske Dumm ... Dümmer

;1720;34;78816;5;-5;-2;Kapuzenpulli; 80% Kapuzenpulli und mit der typischen Maske

;1721;34;78817;1;-5;3;Uschi;100% Maske Uschi

;1722;34;78823;6;2;3;ungewohnt; 66% die Maske noch etwas ungewohnt

;1723;34;78824;1;-4;-1;Trockentauchanzug;100% Trockentauchanzug Maske

;1724;34;78826;2;-4;5;durchschaut;100% Maske ... durchschaut

;1725;34;78827;1;-1;-1;furchtbare;100% furchtbare Maske

;1726;34;78828;1;-5;-4;Verbergen;100% Maske ... Verbergen

;1727;34;78829;1;-3;5;No-Theater;100% No-Theater ... Maske

;1728;34;78830;1;-5;5;Dionysos;100% Dionysos ... der ... Maske

;1729;34;78832;2;2;2;Anständigkeit;100% Maske ... Anständigkeit

;1730;34;78833;1;-1;-1;weltberühmte;100% weltberühmte Maske

;1731;34;78835;2;-1;-1;gelbe;100% gelbe bis gar nicht vorhandene Maske

;1732;34;78837;2;-2;4;Gummibänder; 50% Maske ... Gummibänder

;1733;34;78838;1;4;4;Ikarus;100% Ikarus ... Maske

;1734;34;78840;2;-5;4;Mimen; 50% Maske ... Mimen

;1735;34;78842;2;-5;3;Aubameyang Pierre-Emerick ;100% Pierre-Emerick Aubameyang mit Maske

;;;78843;1;-5;3;Aubameyang ;100% Aubameyang ... Maske

;1736;34;78846;3;-5;-2;Kellner;100% Kellner ... Maske

;1737;34;78847;1;-3;2;Bolo;100% Bolo Maske

;1738;34;78848;1;-3;4;Tyrell;100% Maske ... Tyrell

;1739;34;78849;1;2;5;Gesichtsbedeckung;100% Maske ... Gesichtsbedeckung

;1740;34;78850;1;-1;-1;enganliegenden;100% enganliegenden Maske

;1741;33;78903;53;1;1;sondern; 56% nicht die Maske [nicht ...] sondern

;1742;33;78987;84;1;1;sei; 52% die Maske [...] sei

;1743;33;78998;11;-5;5;Distanz; 63% auf Distanz und Maske

;1744;33;79001;3;2;5;Profi;100% Maske [...] Profi

;1745;33;79003;2;2;2;frommen; 50% Maske ... frommen

;1746;33;79004;1;3;3;Zügen;100% Zügen ... Maske

;1747;33;79029;25;1;1;weg; 76% die|seine Maske [...] weg und ich

;1748;33;79030;1;2;5;Gabun;100% Maske ... Gabun

;1749;33;79033;3;1;1;gespielt; 66% Maske ... gespielt

;1750;33;79034;1;-3;-1;dünne;100% dünne Maske

;1751;33;79035;1;-1;-1;feuchte;100% feuchte Maske

;1752;33;79050;15;2;3;dürfen; 66% und Maske ... zu dürfen

;1753;33;79052;2;-5;-3;Hopkins;100% Hopkins in ... Maske

;1754;33;79054;2;-1;-1;besagte;100% besagte Maske

;1755;33;79055;1;-4;-3;Kostüms;100% Kostüms ... Maske

;1756;33;79056;1;-5;-2;Biedermann;100% Maske ... Biedermann

;1757;33;79057;1;-1;-1;Cros;100% Cros Maske

;1758;33;79062;5;2;2;Ewigkeit; 80% Maske der Ewigkeit

;1759;33;79064;2;-2;-2;Abnahme;100% Abnahme der Maske

;1760;33;79067;3;-5;4;streifte;100% streifte [...] Maske

;1761;33;79068;1;2;2;Humanität;100% Maske ... Humanität

;1762;33;79069;1;-3;2;´90/Die;100% ´90/Die ... Maske

;1763;33;79070;1;2;2;Rapier;100% Maske ... Rapier

;1764;33;79071;1;-5;-5;Bänder;100% Bänder ... Maske

;1765;33;79073;2;-5;3;Schreinerei; 50% Maske ... Schreinerei

;1766;33;79074;1;-5;-3;Augenroller;100% Augenroller ... Maske

;1767;33;79076;2;-3;5;abgeschminkt;100% Maske ... abgeschminkt

;1768;33;79077;1;-5;-3;nuschelt;100% Maske nuschelt

;1769;33;79078;1;2;5;Fuchses;100% Maske ... Fuchses

;1770;33;79080;2;1;4;anzubehalten;100% Maske anzubehalten

;1771;32;79102;22;-2;-2;wegen; 77% wegen [der] Maske

;1772;32;79103;1;-5;-3;Adorf;100% Maske ... Adorf

;1773;32;79110;7;-5;-2;wann; 57% wann [die ...] Maske tragen

;1774;32;79136;26;-4;-4;jeden; 84% jeden Fall|Tag in die|keine Maske

;1775;32;79140;4;2;2;Fassade; 75% Maske und Fassade

;1776;32;79147;7;-1;-1;eleganter;100% Verbrecher in eleganter [Sommerkleidung oder in] Maske

;1777;32;79149;2;-1;2;liebenswürdigen;100% Maske des liebenswürdigen

;1778;32;79157;8;1;1;aufs; 62% mit Maske [...] aufs

;1779;32;79158;1;-1;2;traurigen;100% Maske ... traurigen

;1780;32;79162;4;-4;-2;Tauchern;100% Tauchern vor die Maske

;1781;32;79171;9;-5;-4;Paul; 77% Paul [Hartmann|Klees in der] Maske

;1782;32;79172;1;-3;3;Neopren-Anzug;100% Neopren-Anzug Maske

;1783;32;79174;2;3;4;1913;100% Maske ... 1913

;1784;32;79180;6;-4;-2;Singen; 66% Singen mit Maske

;1785;32;79182;2;2;5;Hannawald; 50% Maske ... Hannawald

;1786;32;79189;7;-5;-2;Typ; 71% der Typ mit der Maske

;1787;32;79190;1;-5;4;Seeler;100% Maske ... Seeler

;1788;32;79191;1;-5;5;Halloween;100% Halloween ... Maske

;1789;32;79192;1;-5;1;32jährige;100% 32jährige Maske

;1790;32;79198;6;1;1;stört; 50% Maske stört

;1791;32;79199;1;2;2;charmanten;100% Maske ... charmanten

;1792;32;79201;2;1;4;lästig;100% Maske ... lästig

;1793;32;79204;3;-5;-2;Brandstifter;100% Brandstifter ohne Maske

;1794;32;79209;5;-4;5;wiederzuerkennen; 80% in der Maske ... kaum wiederzuerkennen

;1795;32;79211;2;-5;5;Boxstall; 50% Maske ... Boxstall

;1796;32;79212;1;-1;4;dämonischen;100% Maske ... dämonischen

;1797;32;79214;2;2;4;Baumwolle; 50% Maske ... Baumwolle

;1798;32;79215;1;1;2;Trotzkis;100% Maske Trotzkis

;1799;32;79217;2;3;3;Lenhardt; 50% Maske ... Lenhardt

;1800;32;79218;1;-5;-2;Torjubel;100% Torjubel ... Maske

;1801;32;79220;2;-3;4;Munchs; 50% Maske ... Munchs

;1802;32;79222;2;-5;4;Elektronenstrahl;100% Elektronenstrahl ... Maske

;1803;32;79226;4;1;1;Tonight Götter ;100% Götter ohne Maske Tonight

;1804;32;79228;2;2;4;Schnodderschnauze;100% Maske eines Gemeindearbeiters mit Schnodderschnauze

;1805;32;79231;3;-1;-1;widerstrebt;100% zelebriert wurde widerstrebt Maske

;1806;32;79236;5;-5;-2;Stundenlang;100% Stundenlang ... in der Maske

;1807;32;79237;1;-1;-1;wei?e;100% wei?e Maske

;1808;32;79240;3;-4;-3;Clausens;100% Rosemarie Clausens Schrift und Maske

;1809;32;79241;1;-2;-1;pflichtbewusst;100% pflichtbewusst Maske

;1810;32;79242;1;-5;5;Corona-Tests;100% Corona-Tests ... Maske

;1811;32;79244;2;-4;-2;Geimpfte;100% Geimpfte ... Maske

;1812;32;79245;1;3;5;festzukleben;100% Maske ... festzukleben

;1813;31;79367;122;-5;-4;sein; 65% der|die Maske [...] sein

;1814;31;79368;1;-5;4;Kappe;100% Maske ... Kappe

;1815;31;79386;18;-1;-1;letzte; 66% die letzte [...] Maske

;1816;31;79389;3;-5;-3;Lust; 66% Lust ... Maske

;1817;31;79394;5;-5;5;T-Shirt; 60% Maske ... T-Shirt

;1818;31;79395;1;-4;2;Choreographie;100% Choreographie ... Maske

;1819;31;79399;4;1;5;verrät;100% Maske [...] verrät

;1820;31;79401;2;-5;5;geschlossenen;100% geschlossenen ... Maske

;1821;31;79404;3;-3;-3;Regime;100% Regime ... Maske

;1822;31;79405;1;-5;3;Requisit;100% Maske ... Requisit

;1823;31;79408;3;4;5;Dreharbeiten;100% Maske bei den Dreharbeiten

;1824;31;79409;1;1;5;Regungen;100% Regungen ... Maske

;1825;31;79415;6;1;1;beziehungsweise; 83% beziehungsweise das Spielen mit|der Maske

;1826;31;79416;1;1;5;besorgen;100% Maske ... besorgen

;1827;31;79421;5;-4;5;Atlas; 60% Atlas ... Maske

;1828;31;79430;9;1;1;hoch; 66% Maske [...] hoch

;1829;31;79431;1;2;4;Andrea Stoll ;100% Andrea Stoll Maske

;;;79439;8;2;4;Andrea ; 50% Maske [...] Andrea

;1830;31;79441;2;-1;3;bizarren;100% bizarren Maske

;1831;31;79445;4;4;5;Aussehen; 75% Aussehen der Maske

;1832;31;79449;4;-3;-3;Bauch; 50% Maske ... Bauch

;1833;31;79451;2;-1;-1;kalten; 50% Maske ... kalten

;1834;31;79452;1;1;5;anzieht;100% anzieht ... Maske

;1835;31;79457;5;-4;-2;Taucher;100% Taucher mit ... Maske und ...

;1836;31;79458;1;-3;4;Tontechniker;100% Maske ... Tontechniker

;1837;31;79459;1;2;2;ägyptischen;100% Maske ... ägyptischen

;1838;31;79461;2;-5;5;Atmung; 50% Maske ... Atmung

;1839;31;79462;1;-5;4;goodbye say ;100% say goodbye ... Maske

;1840;31;79464;2;1;5;ausschneiden;100% Maske [...] ausschneiden

;1841;31;79465;1;-1;-1;meisterhafte;100% Maske ... meisterhafte

;1842;31;79471;6;-4;4;Rieck;100% Frieda Maske [zum|den 75.|76. Agnes] Rieck

;1843;31;79475;4;-3;-2;Ave;100% Ave und Maske

;1844;31;79478;3;-3;4;Künstlergarderoben; 66% Künstlergarderoben und Maske

;1845;31;79479;1;-5;4;starrt;100% starrt ... Maske

;1846;31;79480;1;-5;-2;jemandem;100% Maske ... jemandem

;1847;31;79481;1;1;3;runterziehen;100% Maske runterziehen

;1848;31;79482;1;-4;5;Boxkämpfe;100% Maske ... Boxkämpfe

;1849;31;79483;1;-2;-1;heuchlerische;100% heuchlerische Maske

;1850;31;79484;1;-4;5;Störtzbach;100% Störtzbach Maske

;1851;31;79485;1;-3;2;Simulakrum;100% Maske ... Simulakrum

;1852;31;79487;2;-3;-3;Brillengläser;100% Brillengläser über der Maske

;1853;31;79489;2;-5;5;Corey; 50% Maske ... Corey

;1854;31;79491;2;-2;-2;Trinkflasche;100% Trinkflasche ... Maske

;1855;31;79492;1;2;3;Menschenmengen;100% Maske ... Menschenmengen

;1856;31;79493;1;3;4;Abstandsregelung;100% Maske ... Abstandsregelung

;1857;30;79498;5;-4;-2;Aufführungen;100% Aufführungen ... ohne Maske

;1858;30;79510;12;-5;-2;selber; 66% der selber keine Maske

;1859;30;79518;8;-2;-1;dank; 75% dank [vielstündiger Sitzung der|in ...] Maske

;1860;30;79521;3;-3;-2;Anwesenden;100% der Anwesenden keine Maske

;1861;30;79526;5;1;5;passt; 60% passt mit Maske

;1862;30;79545;19;-5;-2;Sänger; 84% Sänger in|ohne Maske

;1863;30;79548;3;-1;1;brauner;100% mit brauner Maske

;1864;30;79565;17;-1;-1;Trotz;100% Trotz [...] Maske

;1865;30;79567;2;-2;-1;berühmten;100% berühmten Maske

;1866;30;79569;2;-3;4;Pumpgun;100% Pumpgun und Maske

;1867;30;79571;2;-5;-3;Verbrecher; 50% Maske Verbrecher

;1868;30;79572;1;-5;5;Burka;100% Burka Maske

;1869;30;79579;7;-3;-2;Hitler; 71% Hitler und ... Maske

;1870;30;79580;1;-4;-2;Selbstbildnis;100% Maske Selbstbildnis

;1871;30;79586;6;-5;-2;Sportler; 50% Maske [...] Sportler

;1872;30;79587;1;-4;-4;schob;100% Maske ... schob

;1873;30;79591;4;2;2;kleinreden;100% relativieren und Maske nicht kleinreden wollte

;1874;30;79594;3;-2;5;Maskenspiel;100% Maske Maskenbau Maskenspiel

;1875;30;79596;2;-5;-3;Plötzlich;100% Plötzlich ... Maske

;1876;30;79597;1;2;2;Satans;100% Maske ... Satans

;1877;30;79600;3;2;4;May; 66% May [...] Maske

;1878;30;79604;4;-4;3;Tyson;100% erst Maske dann Tyson

;1879;30;79606;2;-1;-1;bloße;100% bloße Maske

;1880;30;79608;2;-5;-2;Frack; 50% Maske ... Frack

;1881;30;79609;1;-3;5;Vampirs;100% Maske ... Vampirs

;1882;30;79612;3;4;4;Arbeitspferd;100% Werner Maske mit Sonja dem Arbeitspferd

;1883;30;79616;4;-5;4;ca; 75% Maske [...] ca

;1884;30;79617;1;-5;4;Bethy;100% Maske Bethy

;1885;30;79618;1;-2;5;Mull;100% Mull ... Maske

;1886;30;79620;2;2;5;Fang;100% Maske der Fang

;1887;30;79621;1;2;5;Strumpfhosen;100% Strumpfhosen ... Maske

;1888;30;79624;3;-1;-1;gefundenen;100% gefundenen [...] Maske

;1889;30;79625;1;-4;-2;Nachbildung;100% Nachbildung ... Maske

;1890;30;79628;3;2;2;Invalidendom;100% auf der Maske im Invalidendom ... nicht

;1891;30;79629;1;2;4;Entertainers;100% Maske ... Entertainers

;1892;30;79633;4;-2;-2;Bergsteiger;100% Bergsteiger ohne Maske

;1893;30;79634;1;-1;-1;handgeschnitzte;100% handgeschnitzte Maske

;1894;30;79636;2;-4;-2;Passagier;100% Passagier auf die Maske

;1895;30;79640;4;-3;-2;Exhibitionist;100% Exhibitionist mit Maske

;1896;30;79643;3;-5;-4;Zentralmuseum;100% Zentralmuseum in Mainz die Maske

;1897;30;79645;2;-2;2;Maritta;100% Maske ist Maritta

;1898;30;79646;1;-5;4;Nasenspitze;100% Nasenspitze ... Maske

;1899;30;79647;1;1;1;eingekauft;100% Maske eingekauft

;1900;30;79649;2;2;2;Halbmast;100% Maske auf Halbmast

;1901;29;79651;2;1;5;daherkommt;100% Maske ... daherkommt

;1902;29;79654;3;1;2;malen; 66% malen die Maske

;1903;29;79664;10;-1;-1;einzige; 70% keine einzige [in] Maske und

;1904;29;79666;2;-5;-4;Vega;100% Vega ... der ... Maske

;1905;29;79675;9;4;5;of; 55% Maske soll in die Box-Hall of

;1906;29;79691;16;-5;-5;neben; 87% neben [der] Maske die

;1907;29;79699;8;-4;5;Set; 75% und zum Set in die Maske gebracht

;1908;29;79700;1;3;5;Schwanz;100% Schwanz ... Maske

;1909;29;79702;2;-4;-4;blickt; 50% Maske ... blickt

;1910;29;79705;3;2;4;Karneval; 66% Karneval ... Maske

;1911;29;79707;2;2;2;Anlage;100% Maske ... Anlage

;1912;29;79708;1;-5;-3;Dreh;100% Dreh ... Maske

;1913;29;79709;1;1;3;schlafen;100% Maske schlafen

;1914;29;79710;1;-5;-2;Ausrüstung;100% Maske ... Ausrüstung

;1915;29;79712;2;2;5;Durchblick; 50% Maske ... Durchblick

;1916;29;79717;5;-5;4;Erkennungszeichen; 60% Erkennungszeichen die Maske

;1917;29;79718;1;-5;2;v.l;100% v.l ... Maske

;1918;29;79728;10;-3;-2;liebt; 70% tief ist liebt die ... Maske

;1919;29;79732;4;-2;-2;mitfiebern;100% Zuschauen und mitfiebern mit Maske

;1920;29;79734;2;3;4;Haaren; 50% Maske ... Haaren

;1921;29;79735;1;-3;5;Profikämpfen;100% Maske ... Profikämpfen

;1922;29;79737;2;2;4;warmem;100% Maske mit warmem

;1923;29;79739;2;-5;-1;Lauterbach;100% Lauterbach [...] Maske

;1924;29;79741;2;-5;5;Kopfes;100% Maske ... des Kopfes

;1925;29;79744;3;2;3;Königs;100% Maske des Königs

;1926;29;79747;3;1;1;diente;100% diente ... als Maske

;1927;29;79748;1;-1;-1;heller;100% heller Maske

;1928;29;79749;1;2;4;Arroganz;100% Maske ... Arroganz

;1929;29;79750;1;-5;3;lächelt;100% Maske ... lächelt

;1930;29;79752;2;3;5;v; 50% Maske ... v

;1931;29;79753;1;-1;4;androgynen;100% Maske ... androgynen

;1932;29;79754;1;2;5;Raumluft;100% Maske ... Raumluft

;1933;29;79755;1;-1;-1;grauer;100% grauer Maske

;1934;29;79758;3;-2;-2;Siedenbollentin Manfred ; 66% Siedenbollentin Manfred Maske

;1935;29;79761;3;-1;-1;Thoralf;100% Thoralf Maske

;1936;29;79763;2;-5;5;Wimpern;100% Wimpern über die abschwellende Maske

;1937;29;79764;1;-4;-4;prüfender;100% prüfender ... Maske

;1938;29;79765;1;3;5;Völkerkunde;100% Maske ... Völkerkunde

;1939;29;79767;2;-2;-2;mithilfe;100% Maske [...] mithilfe

;1940;29;79768;1;-3;5;gesamtdeutschen;100% gesamtdeutschen ... Maske

;1941;29;79770;2;2;4;Canetti; 50% Maske ... Canetti

;1942;29;79772;2;-5;-2;Ablegen;100% Ablegen der Maske

;1943;29;79773;1;-1;-1;anmutende;100% anmutende ... Maske

;1944;29;79776;3;-5;-2;Räumen; 66% Räumen ... Maske

;1945;29;79777;1;-1;-1;selbstgefertigte;100% selbstgefertigte Maske

;1946;29;79778;1;-5;-3;Lungenautomaten;100% Lungenautomaten ... Maske

;1947;29;79782;4;-2;-2;Schutze;100% Im Schutze der Maske

;1948;29;79784;2;-4;4;Kriewel;100% Maske ... Kriewel

;1949;29;79785;1;2;3;Lebemanns;100% Maske ... Lebemanns

;1950;29;79786;1;2;5;tumben;100% Maske ... tumben

;1951;29;79787;1;-5;5;Umgebungsdruck;100% Maske ... Umgebungsdruck

;1952;29;79789;2;2;3;Kobolds;100% Maske ... Kobolds

;1953;29;79790;1;-1;4;Schutzmittel;100% Maske ... Schutzmittel

;1954;29;79793;3;-5;-2;Pence;100% Pence ohne Maske

;1955;29;79795;2;2;3;Desinfektionsspender;100% Maske ... Desinfektionsspender

;1956;28;79801;6;-3;-2;zuerst; 83% zuerst in die Maske

;1957;28;79809;8;-2;-2;Form; 50% Maske die ... Form

;1958;28;79812;3;2;4;Farbe; 66% Farbe ... der ... Maske

;1959;28;79815;3;-5;-3;wirkte;100% Maske wirkte

;1960;28;79819;4;-5;5;Christine;100% Maske der ... Christine

;1961;28;79838;19;-5;-2;plötzlich; 47% der|die Maske ab und ... plötzlich

;1962;28;79844;6;1;3;Claudia; 66% Claudia [...] Maske

;1963;28;79852;8;2;5;Wahrheit; 75% Maske und|der Wahrheit ... und

;1964;28;79854;2;-4;5;Drehbuch;100% Maske ... Drehbuch

;1965;28;79856;2;-3;-2;Boxershorts;100% Boxershorts sehen ... Maske

;1966;28;79857;1;-1;5;Venezianischen;100% Venezianischen Maske

;1967;28;79858;1;3;5;Fluchtfahrzeug;100% Maske ... Fluchtfahrzeug

;1968;28;79859;1;-3;2;grässliche;100% grässliche Maske

;1969;28;79863;4;2;2;Zivilisation;100% die Maske der|von Zivilisation ... und

;1970;28;79864;1;2;3;Perfektion;100% Maske ... Perfektion

;1971;28;79865;1;-4;-2;gezwungen;100% gezwungen ... Maske

;1972;28;79873;8;-5;-4;Schauspielerin; 75% Schauspielerin der die|in ... Maske

;1973;28;79874;1;3;3;DNA;100% DNA ... Maske

;1974;28;79875;1;-5;2;Stiefeln;100% Maske Stiefeln

;1975;28;79877;2;1;1;l;100% l und ... Maske

;1976;28;79879;2;-3;-1;übergroße;100% übergroße [...] Maske

;1977;28;79880;1;-5;5;Dämon;100% Dämon ... Maske

;1978;28;79881;1;-5;-3;Nasenbein;100% Nasenbein ... Maske

;1979;28;79883;2;-5;4;116:112;100% Maske ... 116:112

;1980;28;79884;1;1;3;gegenübertritt;100% Maske ... gegenübertritt

;1981;28;79886;2;-2;-1;alberne;100% alberne [...] Maske

;1982;28;79887;1;-1;3;Seiller;100% Maske ... Seiller

;1983;28;79895;8;-5;5;1,50; 75% von 1,50 Metern oder|Abstand|Meter mit|und Maske

;1984;28;79897;2;2;2;Leidens; 50% Maske ... Leidens

;1985;28;79898;1;-3;4;geschwitzt;100% Maske ... geschwitzt

;1986;28;79900;2;-5;-2;jemanden;100% jemanden ... der ... Maske

;1987;28;79901;1;-5;-5;Wilfried;100% Maske ... Wilfried

;1988;28;79902;1;-3;2;hautverträglich;100% Maske ... hautverträglich

;1989;28;79909;7;4;4;Schott Herta ;100% zum ... Herta Maske zum 69.|70. Hans Schott zum

;1990;28;79910;1;-5;2;Satyrs;100% Maske ... Satyrs

;1991;28;79911;1;1;5;freilässt;100% Maske freilässt

;1992;28;79912;1;-1;2;ähnelnde;100% Maske ... ähnelnde

;1993;28;79913;1;1;2;kreieren;100% Maske ... kreieren

;1994;28;79914;1;2;2;Wohltätigkeit;100% Maske ... Wohltätigkeit

;1995;28;79915;1;-3;3;Barcellona;100% Maske ... Barcellona

;1996;28;79917;2;-1;-1;akustischen;100% akustischen Maske

;1997;28;79923;6;-2;-2;Schrift;100% Schrift und die Maske

;1998;28;79925;2;3;4;Sosias;100% Maske des ... Sosias

;1999;28;79926;1;-2;-2;Gegenüber;100% Gegenüber ... Maske

;2000;28;79929;3;-2;-2;Denver-Clan;100% Denver-Clan ohne Maske

;2001;28;79930;1;-5;-2;Vedder;100% Vedder ... Maske

;2002;28;79934;4;1;1;Blumenstraße;100% Käthe Maske Blumenstraße 4 wird

;2003;28;79935;1;2;2;Tugend;100% Maske ... Tugend

;2004;28;79937;2;-4;3;Make-ups;100% Make-ups ... der Maske

;2005;28;79939;2;-2;1;Lenins; 50% Lenins Maske

;2006;28;79940;1;-5;-3;tippt;100% tippt ... Maske

;2007;28;79941;1;-4;-2;Schutzanzügen;100% Schutzanzügen ... Maske

;2008;28;79943;2;3;3;Schlemmer; 50% Maske ... Schlemmer

;2009;28;79944;1;1;5;hochschieben;100% Maske hochschieben

;2010;28;79945;1;-1;-1;dunkelblaue;100% dunkelblaue Maske

;2011;28;79947;2;-1;2;Woodruff;100% Woodruff Maske

;2012;28;79948;1;-4;-4;Alternativ;100% Alternativ ... Maske

;2013;28;79949;1;-4;2;Kellaway;100% Kellaway ... Maske

;2014;28;79952;3;2;2;schaben;100% von der Maske zu schaben

;2015;28;79957;5;-4;-4;Baldus;100% Stefanie Baldus zunächst in der Maske und dann

;2016;28;79958;1;-5;-3;Vorschrift;100% Vorschrift ... Maske

;2017;28;79960;2;-2;-2;Besuchenden;100% Besuchenden ... Maske

;2018;28;79961;1;-5;5;Fangesänge;100% Fangesänge ... Maske

;2019;28;79963;2;-2;-2;Dolmetschen;100% Dolmetschen mit Maske

;2020;27;80051;88;-1;-1;sagte; 73% sagte [...] Maske

;2021;27;80053;2;1;1;verliehen;100% verliehen ... Maske

;2022;27;80057;4;-1;-1;tolle; 50% Maske tolle

;2023;27;80060;3;-3;-2;Kleid;100% Kleid und Maske

;2024;27;80063;3;1;1;bedient;100% Maske bedient

;2025;27;80067;4;-5;5;Persönlichkeit; 50% Maske ... Persönlichkeit

;2026;27;80069;2;-5;4;Gürtel;100% Gürtel an Gürtel [...] Maske

;2027;27;80078;9;1;2;perfekt; 77% die Maske [... der ...] perfekt

;2028;27;80080;2;-1;-1;deiner;100% deiner Maske

;2029;27;80084;4;-5;5;Einsingen; 75% Maske ... das Einsingen

;2030;27;80087;3;-5;3;böse;100% böse [...] Maske

;2031;27;80090;3;-3;3;Backstagebereich; 66% Backstagebereich mit der Maske

;2032;27;80093;3;-5;5;Statisten; 66% Statisten ohne Kostüm und Maske

;2033;27;80095;2;-4;-3;Versteckspiel; 50% Maske ... Versteckspiel

;2034;27;80100;5;-5;-5;Angelika; 60% Angelika [...] Maske

;2035;27;80102;2;-3;-2;rät;100% Maske rät

;2036;27;80104;2;-5;-3;Birgit;100% Birgit ... Maske

;2037;27;80105;1;-1;-1;selbstgefertigten;100% selbstgefertigten Maske

;2038;27;80109;4;-5;5;Monika; 75% Monika ... Maske

;2039;27;80113;4;-4;-2;Nikolaus; 75% Nikolaus mit ... Maske

;2040;27;80114;1;-4;-2;Nasenbruch;100% Nasenbruch ... Maske

;2041;27;80116;2;-5;3;Robe;100% Maske [...] Robe

;2042;27;80119;3;-5;-2;empfehlen;100% Wir empfehlen ... Maske

;2043;27;80120;1;1;4;enthüllt;100% Maske enthüllt

;2044;27;80121;1;-3;-2;Hinterbühne;100% Hinterbühne ... Maske

;2045;27;80122;1;-3;4;Effects;100% Maske ... Effects

;2046;27;80125;3;-3;-2;Uniform; 66% Uniform und Maske

;2047;27;80126;1;2;2;blind;100% Maske ... blind

;2048;27;80129;3;-3;-2;Kiki;100% Kiki mit Maske

;2049;27;80131;2;3;5;McDonalds;100% Maske ... McDonalds

;2050;27;80133;2;1;4;geformt;100% Maske [...] geformt

;2051;27;80134;1;-5;-2;Biolek;100% Biolek ... Maske

;2052;27;80136;2;-5;4;Piecuch; 50% Maske ... Piecuch

;2053;27;80141;5;-3;-2;Metapher; 80% auf die Metapher der Maske zurück

;2054;27;80142;1;-5;3;Pich;100% Maske ... Pich

;2055;27;80143;1;-4;3;Turban;100% Turban ... Maske

;2056;27;80145;2;1;1;Mystik;100% Maske Mystik

;2057;27;80147;2;-5;5;Hyaluronsäure; 50% Maske ... Hyaluronsäure

;2058;27;80148;1;2;5;Machers;100% Maske ... Machers

;2059;27;80150;2;-5;-4;Natürlichkeit;100% Natürlichkeit ... die Maske

;2060;27;80151;1;3;5;Souffleurkasten;100% Maske ... Souffleurkasten

;2061;27;80152;1;-3;4;hing;100% hing ... Maske

;2062;27;80154;2;-5;1;Sprechprobe;100% Sprechprobe und danach in die Maske

;2063;27;80155;1;-2;2;Plastron;100% Maske Plastron

;2064;27;80157;2;1;5;durchatmen;100% Maske [...] durchatmen

;2065;27;80158;1;-2;5;Idols;100% Maske ... Idols

;2066;27;80160;2;2;5;Luftstrom;100% Maske den Luftstrom

;2067;27;80167;7;1;3;singen; 57% singen zwar mit|nicht ... Maske

;2068;27;80168;1;4;5;Beschlagen;100% Maske ... Beschlagen

;2069;27;80169;1;2;2;durchsichtigem;100% durchsichtigem ... Maske

;2070;27;80172;3;-4;2;Schweinskopf;100% Schweinskopf [...] Maske

;2071;27;80173;1;3;4;Aufdruck;100% Maske ... Aufdruck

;2072;27;80174;1;-3;-3;Holmes;100% Holmes ... Maske ... Holmes

;2073;27;80175;1;2;3;Treacy;100% Maske ... Treacy

;2074;27;80178;3;2;3;Plenarsaal;100% ohne Maske in den Plenarsaal

;2075;27;80180;2;-4;-2;draussen; 50% Maske ... draussen

;2076;27;80181;1;-5;5;Nahverkehr;100% Nahverkehr ... Maske

;2077;27;80185;4;-5;5;U-Bahn; 50% Maske in ... U-Bahn

;2078;27;80187;2;-4;-3;aufsteht;100% aufsteht muss man die Maske

;2079;27;80188;1;-4;2;Klinikbesuch;100% Maske ... Klinikbesuch

;2080;26;80191;3;-2;-2;Schnitt; 66% Maske [...] Schnitt

;2081;26;80195;4;-4;-2;einst; 50% Maske einst

;2082;26;80200;5;-5;5;Fasnacht; 60% Fasnacht [...] Maske

;2083;26;80204;4;-1;5;finstere; 75% finstere [...] Maske des ...

;2084;26;80225;21;-3;-2;hält; 57% hält [und|die ...] Maske

;2085;26;80226;1;-3;2;Latexhandschuhen;100% Latexhandschuhen ... Maske

;2086;26;80228;2;-5;1;Banksy;100% Banksy ... Maske

;2087;26;80237;9;-2;-2;sofort; 55% sofort [in die] Maske

;2088;26;80239;2;-3;5;Imperialismus;100% Imperialismus die Maske

;2089;26;80240;1;-5;2;schiebt;100% schiebt ... Maske

;2090;26;80243;3;-1;-1;japanische;100% japanische Maske

